season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,highlights,home_key_batsman,home_key_bowler,home_playx1,away_playx1,away_key_batsman,away_key_bowler,match_days,umpire1,umpire2,tv_umpire,referee,reserve_umpire
2024,1422129,Lucknow Super Giants v Punjab Kings,LSG v PBKS,"11th Match (N), Indian Premier League at Lucknow, Mar 30 2024",LSG,PBKS,LSG,BAT FIRST,199/8,178/5,199/8,178/5,LSG,LSG won by 21 runs,2024-03-30T14:00Z,2024-03-31T23:59Z,1070094,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Nicholas Pooran,Shikhar Dhawan,Mayank Yadav,"Lucknow Super Giants 2, Punjab Kings 0",False,20,199,8,25,20,178,5,25,"Captain Pooran, rookie Mayank dominate middle overs as LSG get off the mark. Kings were 102 for 0 before debutant Mayank Yadav sunk the visitors with 150kph thunderbolts","Quinton de Kock,Krunal Pandya","Mayank Yadav,Mohsin Khan","Quinton de Kock (WK),KL Rahul (UKN),Devdutt Padikkal (UKN),Marcus Stoinis (AR),Nicholas Pooran (UKN),Ayush Badoni (UKN),Krunal Pandya (AR),Ravi Bishnoi (BL),Mohsin Khan (BL),Naveen-ul-Haq (BL),Mayank Yadav (BL),Manimaran Siddharth (BL)","Shikhar Dhawan (UKN),Jonny Bairstow (UKN),Prabhsimran Singh (UKN),Jitesh Sharma (WK),Liam Livingstone (AR),Sam Curran (AR),Shashank Singh (AR),Harpreet Brar (BL),Harshal Patel (BL),Kagiso Rabada (BL),Rahul Chahar (BL),Arshdeep Singh (BL)","Shikhar Dhawan,Jonny Bairstow","Sam Curran,Arshdeep Singh",30 March 2024 - night match (20-over match),Jayaraman Madanagopal,Navdeep Singh,Alex Wharf,Narayanan Kutty,Pranav Joshi
2024,1422130,Gujarat Titans v Sunrisers Hyderabad,GT v SRH,"12th Match (D/N), Indian Premier League at Ahmedabad, Mar 31 2024",GT,SRH,SRH,BAT FIRST,162/8,168/3,168/3,162/8,GT,GT won by 7 wkts (5b rem),2024-03-31T10:00Z,2024-04-01T23:59Z,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Shubman Gill,Pat Cummins,Mohit Sharma,"Gujarat Titans 2, Sunrisers Hyderabad 0",False,19.1,168,3,19,20,162,8,18,"Mohit, Noor and Rashid stifle big-hitting Sunrisers to set up Titans victory. Sai Sudharsan, David Miller and Shubman Gill contributed in a comfortable chase in Ahmedabad","Sai Sudharsan,David Miller","Mohit Sharma,Azmatullah Omarzai","Wriddhiman Saha (WK),Shubman Gill (UKN),Sai Sudharsan (UKN),David Miller (UKN),Vijay Shankar (AR),Azmatullah Omarzai (AR),Rahul Tewatia (AR),Rashid Khan (AR),Umesh Yadav (BL),Noor Ahmad (BL),Darshan Nalkande (BL),Mohit Sharma (BL)","Travis Head (UKN),Mayank Agarwal (UKN),Abhishek Sharma (AR),Aiden Markram (UKN),Heinrich Klaasen (WK),Shahbaz Ahmed (AR),Abdul Samad (UKN),Washington Sundar (AR),Pat Cummins (BL),Bhuvneshwar Kumar (BL),Mayank Markande (BL),Jaydev Unadkat (BL)","Abdul Samad,Abhishek Sharma","Pat Cummins,Shahbaz Ahmed",31 March 2024 - day/night match (20-over match),Saiyed Khalid,Virender Sharma,None,Javagal Srinath,Madanagopal Kuppuraj
2024,1422131,Delhi Capitals v Chennai Super Kings,DC v CSK,"13th Match (N), Indian Premier League at Visakhapatnam, Mar 31 2024",DC,CSK,DC,BAT FIRST,191/5,171/6,191/5,171/6,DC,DC won by 20 runs,2024-03-31T14:00Z,2024-04-01T23:59Z,58547,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rishabh Pant,Ruturaj Gaikwad,Khaleel Ahmed,"Delhi Capitals 2, Chennai Super Kings 0",False,20,191,5,25,20,171,6,20,"Pant, Khaleel and Mukesh seal Capitals' first win despite Dhoni special. Warner and Pant set things up with half-centuries, and Khaleel and Mukesh finished the job with the ball","David Warner,Rishabh Pant","Mukesh Kumar,Khaleel Ahmed","Prithvi Shaw (UKN),David Warner (UKN),Rishabh Pant (WK),Mitchell Marsh (AR),Tristan Stubbs (UKN),Axar Patel (AR),Abishek Porel (UKN),Anrich Nortje (BL),Mukesh Kumar (BL),Ishant Sharma (BL),Khaleel Ahmed (BL),Rasikh Salam (BL)","Ruturaj Gaikwad (UKN),Rachin Ravindra (AR),Ajinkya Rahane (UKN),Daryl Mitchell (AR),Shivam Dube (AR),Sameer Rizvi (UKN),Ravindra Jadeja (AR),MS Dhoni (WK),Deepak Chahar (BL),Tushar Deshpande (BL),Mustafizur Rahman (BL),Matheesha Pathirana (BL)","Ajinkya Rahane,MS Dhoni","Matheesha Pathirana,Ravindra Jadeja",31 March 2024 - night match (20-over match),Kumar Dharmasena,Vinod Seshan,KN Ananthapadmanabhan,Prakash Bhatt,Vaibhav Dhokre
2024,1422132,Mumbai Indians v Rajasthan Royals,MI v RR,"14th Match (N), Indian Premier League at Mumbai, Apr 1 2024",MI,RR,RR,BOWL FIRST,125/9,127/4,125/9,127/4,RR,RR won by 6 wkts (27b rem),2024-04-01T14:00Z,2024-04-02T23:59Z,58324,"Wankhede Stadium, Mumbai",Hardik Pandya,Sanju Samson,Trent Boult,"Rajasthan Royals 2, Mumbai Indians 0",False,20,125,9,13,15.3,127,4,17,"Boult, Chahal and Parag make it 3-0 for Royals and 0-3 for Mumbai Indians. Royals chased the total down with 27 balls to spare to move to No. 1 on the points table with a hat-trick of wins","Hardik Pandya,Tilak Varma","Akash Madhwal,Kwena Maphaka","Ishan Kishan (WK),Rohit Sharma (UKN),Naman Dhir (UKN),Dewald Brevis (AR),Tilak Varma (AR),Hardik Pandya (AR),Piyush Chawla (AR),Tim David (UKN),Gerald Coetzee (BL),Jasprit Bumrah (BL),Akash Madhwal (BL),Kwena Maphaka (BL)","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Riyan Parag (UKN),Ravichandran Ashwin (AR),Shubham Dubey (UKN),Dhruv Jurel (UKN),Shimron Hetmyer (UKN),Trent Boult (BL),Avesh Khan (BL),Nandre Burger (BL),Yuzvendra Chahal (BL)","Riyan Parag,Ravichandran Ashwin","Yuzvendra Chahal,Trent Boult",1 April 2024 - night match (20-over match),Yeshwant Barde,Saidharshan Kumar,Bruce Oxenford,Manu Nayar,Mohit Krishnadas
2024,1422133,Royal Challengers Bengaluru v Lucknow Super Giants,RCB v LSG,"15th Match (N), Indian Premier League at Bengaluru, Apr 2 2024",RCB,LSG,RCB,BOWL FIRST,181/5,153,153,181/5,LSG,LSG won by 28 runs,2024-04-02T14:00Z,2024-04-03T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Faf du Plessis,KL Rahul,Mayank Yadav,"Lucknow Super Giants 2, Royal Challengers Bengaluru 0",False,19.4,153,10,19,20,181,5,24,"Mayank tops 150kph, repeatedly, to knock RCB over after de Kock, Pooran star with the bat. LSG rise to fourth spot on the table with two wins in three games, while RCB are just one off the bottom after third defeat in four games","Mahipal Lomror,Rajat Patidar","Glenn Maxwell,Yash Dayal","Virat Kohli (UKN),Faf du Plessis (UKN),Rajat Patidar (UKN),Glenn Maxwell (AR),Cameron Green (AR),Anuj Rawat (WK),Mahipal Lomror (AR),Dinesh Karthik (UKN),Mayank Dagar (BL),Reece Topley (BL),Mohammed Siraj (BL),Yash Dayal (BL)","Quinton de Kock (UKN),KL Rahul (WK),Devdutt Padikkal (UKN),Marcus Stoinis (AR),Nicholas Pooran (UKN),Ayush Badoni (UKN),Krunal Pandya (AR),Ravi Bishnoi (BL),Yash Thakur (BL),Naveen-ul-Haq (BL),Mayank Yadav (BL),Manimaran Siddharth (BL)","Quinton de Kock,Nicholas Pooran","Mayank Yadav,Naveen-ul-Haq",2 April 2024 - night match (20-over match),Jayaraman Madanagopal,Nikhil Patwardhan,Alex Wharf,Narayanan Kutty,Pranav Joshi
2024,1422134,Delhi Capitals v Kolkata Knight Riders,DC v KKR,"16th Match (N), Indian Premier League at Visakhapatnam, Apr 3 2024",DC,KKR,KKR,BAT FIRST,272/7,166,166,272/7,KKR,KKR won by 106 runs,2024-04-03T14:00Z,2024-04-04T23:59Z,58547,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rishabh Pant,Shreyas Iyer,Sunil Narine,"Kolkata Knight Riders 2, Delhi Capitals 0",False,17.2,166,10,23,20,272,7,40,"Narine, Raghuvanshi and Arora power demolition of Capitals. KKR handed Capitals a thrashing to make it three wins in three and go to the top of the table with a massive net run rate boost","Rishabh Pant,Tristan Stubbs","Anrich Nortje,Ishant Sharma","David Warner (UKN),Prithvi Shaw (UKN),Mitchell Marsh (AR),Abishek Porel (UKN),Rishabh Pant (WK),Tristan Stubbs (UKN),Axar Patel (AR),Sumit Kumar (AR),Rasikh Salam (BL),Anrich Nortje (BL),Ishant Sharma (BL),Khaleel Ahmed (BL)","Phil Salt (WK),Sunil Narine (AR),Angkrish Raghuvanshi (UKN),Andre Russell (AR),Shreyas Iyer (UKN),Rinku Singh (UKN),Venkatesh Iyer (AR),Ramandeep Singh (UKN),Mitchell Starc (BL),Harshit Rana (BL),Varun Chakravarthy (BL),Vaibhav Arora (BL)","Sunil Narine,Angkrish Raghuvanshi","Vaibhav Arora,Varun Chakravarthy",3 April 2024 - night match (20-over match),Ulhas Gandhe,Akshay Totre,Kumar Dharmasena,Prakash Bhatt,Vaibhav Dhokre
2024,1422135,Gujarat Titans v Punjab Kings,GT v PBKS,"17th Match (N), Indian Premier League at Ahmedabad, Apr 4 2024",GT,PBKS,KXIP,BOWL FIRST,199/4,200/7,199/4,200/7,PBKS,PBKS won by 3 wkts (1b rem),2024-04-04T14:00Z,2024-04-05T23:59Z,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Shubman Gill,Shikhar Dhawan,Shashank Singh,"Punjab Kings 2, Gujarat Titans 0",False,20,199,4,26,19.5,200,7,26,"Shashank Singh, Ashutosh Sharma make Punjab kings of Gujarat. The duo helped chase down 41 off the last three overs to hand Punjab an unlikely win","Shubman Gill,Sai Sudharsan","Noor Ahmad,Darshan Nalkande","Wriddhiman Saha (WK),Shubman Gill (UKN),Kane Williamson (UKN),Sai Sudharsan (UKN),Vijay Shankar (AR),Rahul Tewatia (AR),Azmatullah Omarzai (AR),Rashid Khan (AR),Noor Ahmad (BL),Umesh Yadav (BL),Darshan Nalkande (BL),Mohit Sharma (BL)","Shikhar Dhawan (UKN),Jonny Bairstow (UKN),Prabhsimran Singh (UKN),Sam Curran (AR),Sikandar Raza (AR),Shashank Singh (AR),Jitesh Sharma (WK),Ashutosh Sharma (AR),Harpreet Brar (BL),Harshal Patel (BL),Kagiso Rabada (BL),Arshdeep Singh (BL)","Shashank Singh,Prabhsimran Singh","Kagiso Rabada,Harpreet Brar",4 April 2024 - night match (20-over match),Vineet Kulkarni,Nitin Menon,Virender Sharma,Javagal Srinath,Madanagopal Kuppuraj
2024,1422136,Sunrisers Hyderabad v Chennai Super Kings,SRH v CSK,"18th Match (N), Indian Premier League at Hyderabad, Apr 5 2024",SRH,CSK,SRH,BOWL FIRST,165/5,166/4,166/4,165/5,SRH,SRH won by 6 wkts (11b rem),2024-04-05T14:00Z,2024-04-06T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pat Cummins,Ruturaj Gaikwad,Abhishek Sharma,"Sunrisers Hyderabad 2, Chennai Super Kings 0",False,18.1,166,4,20,20,165,5,20,"Slower balls and Abhishek's fireworks help Sunrisers boss CSK. Having shackled CSK on a slow pitch, Sunrisers breezed to their target with 11 balls remaining","Aiden Markram,Abhishek Sharma","Bhuvneshwar Kumar,Shahbaz Ahmed","Travis Head (UKN),Abhishek Sharma (AR),Aiden Markram (UKN),Shahbaz Ahmed (AR),Heinrich Klaasen (WK),Nitish Kumar Reddy (AR),Abdul Samad (UKN),Pat Cummins (BL),Bhuvneshwar Kumar (BL),Mayank Markande (BL),Jaydev Unadkat (BL),T Natarajan (BL)","Rachin Ravindra (AR),Ruturaj Gaikwad (UKN),Ajinkya Rahane (UKN),Shivam Dube (AR),Ravindra Jadeja (AR),Daryl Mitchell (AR),MS Dhoni (WK),Moeen Ali (AR),Deepak Chahar (BL),Tushar Deshpande (BL),Maheesh Theekshana (BL),Mukesh Choudhary (BL)","Shivam Dube,Ajinkya Rahane","Moeen Ali,Maheesh Theekshana",5 April 2024 - night match (20-over match),Yeshwant Barde,Rohan Pandit,Bruce Oxenford,Manu Nayar,Mohit Krishnadas
2024,1422137,Rajasthan Royals v Royal Challengers Bengaluru,RR v RCB,"19th Match (N), Indian Premier League at Jaipur, Apr 6 2024",RR,RCB,RR,BOWL FIRST,183/3,189/4,189/4,183/3,RR,RR won by 6 wkts (5b rem),2024-04-06T14:00Z,2024-04-07T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Sanju Samson,Faf du Plessis,Jos Buttler,"Rajasthan Royals 2, Royal Challengers Bengaluru 0",False,19.1,189,4,26,20,183,3,21,Buttler 100* trumps Kohli's 113* as Royals go 4-0 up. Royal Challengers Bengaluru slumped to their fourth defeat in four games in IPL 2024,"Jos Buttler,Sanju Samson","Yuzvendra Chahal,Nandre Burger","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Riyan Parag (UKN),Dhruv Jurel (UKN),Shimron Hetmyer (UKN),Ravichandran Ashwin (AR),Trent Boult (BL),Avesh Khan (BL),Nandre Burger (BL),Shubham Dubey (UKN),Yuzvendra Chahal (BL)","Virat Kohli (UKN),Faf du Plessis (UKN),Glenn Maxwell (AR),Saurav Chauhan (UKN),Cameron Green (AR),Rajat Patidar (UKN),Dinesh Karthik (WK),Reece Topley (BL),Mayank Dagar (BL),Mohammed Siraj (BL),Yash Dayal (BL),Himanshu Sharma (BL)","Virat Kohli,Faf du Plessis","Reece Topley,Mohammed Siraj",6 April 2024 - night match (20-over match),Tapan Sharma,Alex Wharf,Jayaraman Madanagopal,Narayanan Kutty,Pranav Joshi
2024,1422138,Mumbai Indians v Delhi Capitals,MI v DC,"20th Match (D/N), Indian Premier League at Mumbai, Apr 7 2024",MI,DC,DC,BOWL FIRST,234/5,205/8,234/5,205/8,MI,MI won by 29 runs,2024-04-07T10:00Z,2024-04-08T23:59Z,58324,"Wankhede Stadium, Mumbai",Hardik Pandya,Rishabh Pant,Romario Shepherd,"Mumbai Indians 2, Delhi Capitals 0",False,20,234,5,33,20,205,8,29,"Shepherd, David and Bumrah help Mumbai get off the mark. Stubbs' blazing fifty not enough as Coetzee picks up four wickets to consign Capitals to a fourth loss in five games","Rohit Sharma,Tim David","Gerald Coetzee,Jasprit Bumrah","Rohit Sharma (UKN),Ishan Kishan (WK),Suryakumar Yadav (UKN),Hardik Pandya (AR),Tilak Varma (AR),Tim David (UKN),Romario Shepherd (AR),Mohammad Nabi (AR),Gerald Coetzee (BL),Piyush Chawla (AR),Jasprit Bumrah (BL),Akash Madhwal (BL)","Prithvi Shaw (UKN),David Warner (UKN),Abishek Porel (UKN),Tristan Stubbs (UKN),Rishabh Pant (WK),Axar Patel (AR),Lalit Yadav (AR),Kumar Kushagra (UKN),Jhye Richardson (BL),Anrich Nortje (BL),Ishant Sharma (BL),Khaleel Ahmed (BL)","Tristan Stubbs,Prithvi Shaw","Axar Patel,Anrich Nortje",7 April 2024 - day/night match (20-over match),Kumar Dharmasena,Ulhas Gandhe,KN Ananthapadmanabhan,Prakash Bhatt,Vaibhav Dhokre
2024,1422139,Lucknow Super Giants v Gujarat Titans,LSG v GT,"21st Match (N), Indian Premier League at Lucknow, Apr 7 2024",LSG,GT,LSG,BAT FIRST,163/5,130,163/5,130,LSG,LSG won by 33 runs,2024-04-07T14:00Z,2024-04-08T23:59Z,1070094,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KL Rahul,Shubman Gill,Yash Thakur,"Lucknow Super Giants 2, Gujarat Titans 0",False,20,163,5,17,18.5,130,10,13,"Spinners, Yash Thakur defend 163 to seal LSG's first-ever win against Titans. Titans looked on track in the chase at a point but then lost eight wickets for just 48 runs","Marcus Stoinis,KL Rahul","Yash Thakur,Krunal Pandya","Quinton de Kock (UKN),KL Rahul (WK),Devdutt Padikkal (UKN),Marcus Stoinis (AR),Nicholas Pooran (UKN),Ayush Badoni (UKN),Krunal Pandya (AR),Ravi Bishnoi (BL),Naveen-ul-Haq (BL),Yash Thakur (BL),Mayank Yadav (BL),Manimaran Siddharth (BL)","Sai Sudharsan (UKN),Shubman Gill (UKN),Kane Williamson (UKN),BR Sharath (WK),Vijay Shankar (AR),Darshan Nalkande (BL),Rahul Tewatia (AR),Rashid Khan (AR),Umesh Yadav (BL),Spencer Johnson (BL),Noor Ahmad (BL),Mohit Sharma (BL)","Sai Sudharsan,Rahul Tewatia","Umesh Yadav,Darshan Nalkande",7 April 2024 - night match (20-over match),Nand Kishore,Virender Sharma,Nitin Menon,Javagal Srinath,Madanagopal Kuppuraj
2024,1426260,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,"22nd Match (N), Indian Premier League at Chennai, Apr 8 2024",CSK,KKR,CSK,BOWL FIRST,137/9,141/3,141/3,137/9,CSK,CSK won by 7 wkts (14b rem),2024-04-08T14:00Z,2024-04-09T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",Ruturaj Gaikwad,Shreyas Iyer,Ravindra Jadeja,"Chennai Super Kings 2, Kolkata Knight Riders 0",False,17.4,141,3,18,20,137,9,15,"Jadeja & Co pin KKR before Gaikwad finishes the job. On a track typical of the ones we've seen at Chepauk in seasons past, Super Kings handed Knight Riders their first loss of IPL 2024","Ruturaj Gaikwad,Shivam Dube","Ravindra Jadeja,Tushar Deshpande","Rachin Ravindra (AR),Ruturaj Gaikwad (UKN),Daryl Mitchell (AR),Shivam Dube (AR),MS Dhoni (WK),Ajinkya Rahane (UKN),Sameer Rizvi (UKN),Ravindra Jadeja (AR),Shardul Thakur (BL),Tushar Deshpande (BL),Maheesh Theekshana (BL),Mustafizur Rahman (BL)","Phil Salt (WK),Sunil Narine (AR),Angkrish Raghuvanshi (UKN),Shreyas Iyer (UKN),Venkatesh Iyer (AR),Ramandeep Singh (UKN),Rinku Singh (UKN),Andre Russell (AR),Anukul Roy (AR),Mitchell Starc (BL),Vaibhav Arora (BL),Varun Chakravarthy (BL)","Shreyas Iyer,Sunil Narine","Vaibhav Arora,Sunil Narine",8 April 2024 - night match (20-over match),Anil Chaudhary,Saidharshan Kumar,Bruce Oxenford,Manu Nayar,Mohit Krishnadas
2024,1426261,Punjab Kings v Sunrisers Hyderabad,PBKS v SRH,"23rd Match (N), Indian Premier League at Mohali, Apr 9 2024",PBKS,SRH,KXIP,BOWL FIRST,182/9,180/6,180/6,182/9,SRH,SRH won by 2 runs,2024-04-09T14:00Z,2024-04-10T23:59Z,1290799,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Shikhar Dhawan,Pat Cummins,Nitish Kumar Reddy,"Sunrisers Hyderabad 2, Punjab Kings 0",False,20,180,6,25,20,182,9,26,SRH survive another Shashank-Ashutosh blitz in two-run win. All-round Nitish Kumar Reddy backed up by the SRH quicks took the side over the line defending 182,"Shashank Singh,Ashutosh Sharma","Arshdeep Singh,Harshal Patel","Shikhar Dhawan (UKN),Jonny Bairstow (UKN),Prabhsimran Singh (UKN),Sam Curran (AR),Sikandar Raza (AR),Shashank Singh (AR),Jitesh Sharma (WK),Ashutosh Sharma (AR),Harpreet Brar (BL),Harshal Patel (BL),Kagiso Rabada (BL),Arshdeep Singh (BL)","Travis Head (UKN),Abhishek Sharma (AR),Aiden Markram (UKN),Nitish Kumar Reddy (AR),Rahul Tripathi (UKN),Heinrich Klaasen (WK),Abdul Samad (UKN),Shahbaz Ahmed (AR),Pat Cummins (BL),Bhuvneshwar Kumar (BL),Jaydev Unadkat (BL),T Natarajan (BL)","Nitish Kumar Reddy,Abdul Samad","Bhuvneshwar Kumar,Pat Cummins",9 April 2024 - night match (20-over match),Navdeep Singh,Nikhil Patwardhan,Alex Wharf,Narayanan Kutty,Pranav Joshi
2024,1426262,Rajasthan Royals v Gujarat Titans,RR v GT,"24th Match (N), Indian Premier League at Jaipur, Apr 10 2024",RR,GT,GT,BOWL FIRST,196/3,199/7,196/3,199/7,GT,GT won by 3 wkts (0b rem),2024-04-10T14:00Z,2024-04-11T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Sanju Samson,Shubman Gill,Rashid Khan,"Gujarat Titans 2, Rajasthan Royals 0",False,20,196,3,24,20,199,7,24,"Titans script a thrilling twist to end Royals' winning run. Shubman Gill set up the chase but it looked like Royals had wrested control, until Rahul Tewatia and Rashid Khan came together","Riyan Parag,Sanju Samson","Kuldeep Sen,Yuzvendra Chahal","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Riyan Parag (UKN),Shimron Hetmyer (UKN),Dhruv Jurel (UKN),Ravichandran Ashwin (AR),Trent Boult (BL),Avesh Khan (BL),Kuldeep Sen (BL),Yuzvendra Chahal (BL),Keshav Maharaj (BL)","Sai Sudharsan (UKN),Shubman Gill (UKN),Matthew Wade (WK),Abhinav Manohar (AR),Vijay Shankar (AR),Rahul Tewatia (AR),M Shahrukh Khan (UKN),Rashid Khan (AR),Noor Ahmad (BL),Umesh Yadav (BL),Spencer Johnson (BL),Mohit Sharma (BL)","Shubman Gill,Sai Sudharsan","Rashid Khan,Umesh Yadav",10 April 2024 - night match (20-over match),Kumar Dharmasena,Vinod Seshan,KN Ananthapadmanabhan,Prakash Bhatt,Vaibhav Dhokre
2024,1426263,Mumbai Indians v Royal Challengers Bengaluru,MI v RCB,"25th Match (N), Indian Premier League at Mumbai, Apr 11 2024",MI,RCB,MI,BOWL FIRST,196/8,199/3,199/3,196/8,MI,MI won by 7 wkts (27b rem),2024-04-11T14:00Z,2024-04-12T23:59Z,58324,"Wankhede Stadium, Mumbai",Hardik Pandya,Faf du Plessis,Jasprit Bumrah,"Mumbai Indians 2, Royal Challengers Bengaluru 0",False,15.3,199,3,33,20,196,8,26,"Bumrah five-for and express Kishan, SKY fifties take MI to bruising win over RCB. Fifties from du Plessis, Patidar and Karthik took RCB to 196, but MI topped that in just 15.3 overs","Ishan Kishan,Suryakumar Yadav","Jasprit Bumrah,Shreyas Gopal","Ishan Kishan (WK),Rohit Sharma (UKN),Suryakumar Yadav (UKN),Hardik Pandya (AR),Tilak Varma (AR),Tim David (UKN),Mohammad Nabi (AR),Romario Shepherd (AR),Shreyas Gopal (AR),Jasprit Bumrah (BL),Gerald Coetzee (BL),Akash Madhwal (BL)","Virat Kohli (UKN),Faf du Plessis (UKN),Will Jacks (AR),Rajat Patidar (UKN),Glenn Maxwell (AR),Dinesh Karthik (WK),Mahipal Lomror (AR),Saurav Chauhan (UKN),Vijaykumar Vyshak (BL),Akash Deep (AR),Reece Topley (BL),Mohammed Siraj (BL)","Faf du Plessis,Dinesh Karthik","Vijaykumar Vyshak,Will Jacks",11 April 2024 - night match (20-over match),Vineet Kulkarni,Nitin Menon,Virender Sharma,Javagal Srinath,Madanagopal Kuppuraj
2024,1426264,Lucknow Super Giants v Delhi Capitals,LSG v DC,"26th Match (N), Indian Premier League at Lucknow, Apr 12 2024",LSG,DC,LSG,BAT FIRST,167/7,170/4,167/7,170/4,DC,DC won by 6 wkts (11b rem),2024-04-12T14:00Z,2024-04-13T23:59Z,1070094,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KL Rahul,Rishabh Pant,Kuldeep Yadav,"Delhi Capitals 2, Lucknow Super Giants 0",False,20,167,7,19,18.1,170,4,22,"Kuldeep, Fraser-McGurk and Pant join forces to lift Capitals out of last spot. Delhi Capitals, on a run of four defeats in five before the game, ended Lucknow Super Giants' stranglehold on 160-plus defences","Ayush Badoni,KL Rahul","Ravi Bishnoi,Naveen-ul-Haq","Quinton de Kock (UKN),KL Rahul (WK),Devdutt Padikkal (UKN),Marcus Stoinis (AR),Nicholas Pooran (UKN),Deepak Hooda (AR),Ayush Badoni (UKN),Krunal Pandya (AR),Arshad Khan (BL),Ravi Bishnoi (BL),Naveen-ul-Haq (BL),Yash Thakur (BL)","Prithvi Shaw (UKN),David Warner (UKN),Jake Fraser-McGurk (UKN),Rishabh Pant (WK),Tristan Stubbs (UKN),Shai Hope (UKN),Axar Patel (AR),Kuldeep Yadav (BL),Mukesh Kumar (BL),Ishant Sharma (BL),Abishek Porel (UKN),Khaleel Ahmed (BL)","Jake Fraser-McGurk,Rishabh Pant","Kuldeep Yadav,Khaleel Ahmed",12 April 2024 - night match (20-over match),Yeshwant Barde,Rohan Pandit,Bruce Oxenford,Manu Nayar,Mohit Krishnadas
2024,1426265,Punjab Kings v Rajasthan Royals,PBKS v RR,"27th Match (N), Indian Premier League at Mohali, Apr 13 2024",PBKS,RR,RR,BOWL FIRST,147/8,152/7,147/8,152/7,RR,RR won by 3 wkts (1b rem),2024-04-13T14:00Z,2024-04-14T23:59Z,1290799,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Sam Curran,Sanju Samson,Shimron Hetmyer,"Rajasthan Royals 2, Punjab Kings 0",False,20,147,8,15,19.5,152,7,17,"Hetmyer the hero as Royals take low-scoring thriller. Despite an excellent 19th over from Curran and a good effort from Arshdeep, Hetmyer guided Royals home with an unbeaten ten-ball 27","Ashutosh Sharma,Jitesh Sharma","Kagiso Rabada,Sam Curran","Atharva Taide (AR),Jonny Bairstow (UKN),Prabhsimran Singh (UKN),Sam Curran (AR),Jitesh Sharma (WK),Shashank Singh (AR),Liam Livingstone (AR),Ashutosh Sharma (AR),Harpreet Brar (BL),Harshal Patel (BL),Kagiso Rabada (BL),Arshdeep Singh (BL)","Yashasvi Jaiswal (UKN),Tanush Kotian (AR),Sanju Samson (WK),Riyan Parag (UKN),Dhruv Jurel (UKN),Shimron Hetmyer (UKN),Rovman Powell (UKN),Keshav Maharaj (BL),Trent Boult (BL),Avesh Khan (BL),Yuzvendra Chahal (BL),Kuldeep Sen (BL)","Yashasvi Jaiswal,Shimron Hetmyer","Keshav Maharaj,Avesh Khan",13 April 2024 - night match (20-over match),Anil Chaudhary,Tapan Sharma,Jayaraman Madanagopal,Narayanan Kutty,Pranav Joshi
